"Generation","Term","classicFisher","Significant","-log10(p-value)"
"Gen1","energy reserve metabolic process",0.57,1,0.244125144327509
"Gen1","positive regulation of hydrolase activit...",0.5707,1,0.243592127451042
"Gen1","nuclear export",0.5708,1,0.243516035557391
"Gen1","fatty acid beta-oxidation using acyl-CoA...",0.5714,1,0.243059763953276
"Gen1","skeletal muscle organ development",0.5724,1,0.242300374912261
"Gen1","localization within membrane",0.5744,1,0.240785568765756
"Gen1","monocarboxylic acid catabolic process",0.576,1,0.239577516576788
"Gen1","chemical homeostasis",0.5769,1,0.238899461041858
"Gen1","myeloid cell differentiation",0.5772,1,0.238673677578543
"Gen1","purine-containing compound biosynthetic ...",0.5822,2,0.234927798897208
"Gen1","muscle system process",0.592,1,0.22767829327708
"Gen1","regulation of tube diameter",0.5946,1,0.225775095131081
"Gen1","G protein-coupled receptor signaling pat...",0.5947,1,0.225702061500723
"Gen1","negative regulation of transcription by ...",0.5965,2,0.224389551993639
"Gen1","ribonucleoside biosynthetic process",0.6071,1,0.216739767127051
"Gen1","DNA repair",0.6103,4,0.214456630043407
"Gen1","dephosphorylation",0.6164,1,0.210137369953618
"Gen1","regulation of mRNA metabolic process",0.6181,1,0.208941256408175
"Gen1","blood vessel development",0.619,1,0.208309350979882
"Gen1","purine nucleoside monophosphate biosynth...",0.619,1,0.208309350979882
"Gen1","pyrimidine nucleoside monophosphate bios...",0.6196,1,0.207888590912832
"Gen1","striated muscle cell development",0.6233,1,0.205302873108001
"Gen1","regulation of intracellular signal trans...",0.6259,1,0.203495048446704
"Gen1","nervous system process",0.6265,2,0.203078924669831
"Gen1","establishment or maintenance of cell pol...",0.6266,1,0.203009609454314
"Gen1","tRNA modification",0.6274,1,0.202455485638274
"Gen1","regulation of anatomical structure size",0.6296,1,0.200935280648992
"Gen1","viral process",0.632,1,0.199282921717615
"Gen1","dicarboxylic acid metabolic process",0.6325,1,0.198939470152144
"Gen1","pyrimidine nucleotide biosynthetic proce...",0.6335,1,0.19825338078054
"Gen1","negative regulation of cell cycle phase ...",0.6367,1,0.196065150136158
"Gen1","vasculature development",0.6381,1,0.195111255377609
"Gen1","amino acid activation",0.6403,2,0.193616498175832
"Gen1","negative regulation of DNA-templated tra...",0.6407,2,0.193345276008139
"Gen1","growth",0.6442,2,0.190979279516327
"Gen1","glycoprotein metabolic process",0.6451,1,0.19037295810595
"Gen1","positive regulation of GTPase activity",0.6458,1,0.189901959318857
"Gen1","nucleoside triphosphate biosynthetic pro...",0.6475,1,0.188760227246711
"Gen1","actin polymerization or depolymerization",0.6484,1,0.188156993823523
"Gen1","DNA-templated DNA replication",0.6511,2,0.186352304653103
"Gen1","supramolecular fiber organization",0.6517,2,0.185952279004401
"Gen1","amide metabolic process",0.6539,1,0.184488662637236
"Gen1","nuclear DNA replication",0.6562,1,0.182963773949971
"Gen1","ribosomal large subunit biogenesis",0.6586,1,0.181378273624111
"Gen1","glycosylation",0.6636,1,0.178093622647677
"Gen1","mRNA catabolic process",0.6647,1,0.177374321225859
"Gen1","cell junction organization",0.665,1,0.177178354696895
"Gen1","L-amino acid catabolic process",0.6658,1,0.176656209179351
"Gen1","associative learning",0.6667,1,0.176069544874436
"Gen1","fatty acid oxidation",0.6679,1,0.175288556535266
"Gen1","nucleobase-containing compound catabolic...",0.6702,2,0.173795576500747
"Gen1","epithelial cell differentiation",0.6703,1,0.173730780606274
"Gen1","ribosomal small subunit biogenesis",0.6705,1,0.173601217812382
"Gen1","cellular response to radiation",0.6794,1,0.167874457465991
"Gen1","cellular component disassembly",0.6832,1,0.165452142319051
"Gen1","purine ribonucleoside monophosphate bios...",0.6886,1,0.162032981631345
"Gen1","cell projection morphogenesis",0.6887,1,0.16196991701468
"Gen1","tRNA processing",0.6901,1,0.161087972594001
"Gen1","post-embryonic development",0.6911,1,0.160459107031031
"Gen1","endomembrane system organization",0.6954,1,0.15776531365276
"Gen1","ribonucleoside metabolic process",0.6974,1,0.156518056960042
"Gen1","muscle structure development",0.6997,1,0.155088126087859
"Gen1","modification-dependent protein catabolic...",0.719,1,0.143271109617117
"Gen1","cell morphogenesis involved in neuron di...",0.7258,1,0.139183036135462
"Gen1","glycoprotein biosynthetic process",0.7279,1,0.137928280620006
"Gen1","regulation of GTPase activity",0.7285,1,0.137570443893991
"Gen1","sensory organ morphogenesis",0.7342,1,0.134185619832032
"Gen1","negative regulation of signal transducti...",0.7345,1,0.134008199873725
"Gen1","regulation of cell development",0.735,1,0.133712660915805
"Gen1","ribonucleoside monophosphate metabolic p...",0.7358,2,0.133240216504892
"Gen1","proteinogenic amino acid catabolic proce...",0.736,1,0.133122185662501
"Gen1","cell fate commitment",0.7442,1,0.128310334314485
"Gen1","immune response",0.7459,1,0.12731939284807
"Gen1","sensory organ development",0.7459,1,0.12731939284807
"Gen1","regulation of immune system process",0.7508,1,0.124475736050691
"Gen1","negative regulation of RNA biosynthetic ...",0.751,2,0.124360062995832
"Gen1","neuron projection morphogenesis",0.7552,1,0.121938018709987
"Gen1","alpha-amino acid catabolic process",0.7581,1,0.120273503360423
"Gen1","eye development",0.7588,1,0.119872677783375
"Gen1","negative regulation of signaling",0.76,1,0.119186407719209
"Gen1","cell projection assembly",0.7638,1,0.117020345962701
"Gen1","carboxylic acid transport",0.7647,1,0.11650890981107
"Gen1","muscle contraction",0.7709,1,0.113001954328901
"Gen1","maternal determination of anterior/poste...",0.7735,2,0.111539681964614
"Gen1","behavior",0.7752,1,0.110586235957291
"Gen1","purine ribonucleotide metabolic process",0.7762,2,0.110026361596004
"Gen1","Mo-molybdopterin cofactor metabolic proc...",0.7778,1,0.109132061188559
"Gen1","negative regulation of cell communicatio...",0.7831,1,0.106182776032537
"Gen1","sensory system development",0.7854,1,0.104909103065601
"Gen1","regionalization",0.7866,2,0.104246057926272
"Gen1","negative regulation of RNA metabolic pro...",0.7879,2,0.103528899520723
"Gen1","protein-RNA complex organization",0.7889,1,0.102978043939637
"Gen1","aerobic respiration",0.7896,2,0.10259286033842
"Gen1","cellular response to abiotic stimulus",0.7905,1,0.102098125731772
"Gen1","response to temperature stimulus",0.7905,1,0.102098125731772
"Gen1","cell division",0.7972,1,0.09843270997155
"Gen1","glucan metabolic process",0.8025,1,0.0955549589230903
"Gen1","mitotic spindle organization",0.8044,1,0.0945279380752957
"Gen1","lipid oxidation",0.8087,1,0.0922125568893838
"Gen1","vasoconstriction",0.8125,1,0.090176630349088
"Gen1","neuron projection development",0.8159,1,0.0883630668705579
"Gen1","response to radiation",0.8191,2,0.0866630740673768
"Gen1","striated muscle cell differentiation",0.8198,1,0.0862920860195171
"Gen1","head development",0.8211,1,0.0856039478702139
"Gen1","purine nucleoside monophosphate metaboli...",0.8221,1,0.0850753517948515
"Gen1","glutamine family amino acid metabolic pr...",0.8229,1,0.0846529376758081
"Gen1","sensory perception",0.8253,1,0.083388154890654
"Gen1","purine nucleotide metabolic process",0.827,2,0.0824944904474534
"Gen1","regulation of multicellular organismal d...",0.8282,1,0.0818647738336407
"Gen1","protein-RNA complex assembly",0.8293,1,0.0812883346176788
"Gen1","hemopoiesis",0.8337,1,0.0789901985029657
"Gen1","mitotic cell cycle phase transition",0.8374,1,0.0770670434447883
"Gen1","purine nucleoside triphosphate metabolic...",0.8375,1,0.0770151842911171
"Gen1","RNA export from nucleus",0.8458,1,0.0727323191891184
"Gen1","protein ubiquitination",0.8458,1,0.0727323191891184
"Gen1","protein deubiquitination",0.8469,1,0.0721678671334182
"Gen1","ATP metabolic process",0.8484,1,0.0713993401554757
"Gen1","positive regulation of protein metabolic...",0.8502,1,0.070478899368896
"Gen1","actin cytoskeleton organization",0.8506,2,0.0702746216219955
"Gen1","cellular respiration",0.8512,2,0.0699683850490271
"Gen1","regulation of cellular component biogene...",0.8527,1,0.0692037370166998
"Gen1","pole plasm mRNA localization",0.8547,2,0.0681862960408607
"Gen1","purine ribonucleoside triphosphate metab...",0.8577,1,0.0666645899223487
"Gen1","nucleoside triphosphate metabolic proces...",0.8599,1,0.0655520510510299
"Gen1","positive regulation of transcription by ...",0.8616,2,0.0646943097100748
"Gen1","ribosome assembly",0.863,1,0.0639892042847904
"Gen1","olfactory behavior",0.8667,1,0.0621312034361406
"Gen1","regulation of cell differentiation",0.8719,1,0.059533322336471
"Gen1","fatty acid beta-oxidation",0.875,1,0.0579919469776868
"Gen1","protein peptidyl-prolyl isomerization",0.875,1,0.0579919469776868
"Gen1","nuclear division",0.8885,2,0.0513425678586797
"Gen1","modification-dependent macromolecule cat...",0.8906,1,0.0503173092047959
"Gen1","proton motive force-driven ATP synthesis",0.8919,1,0.0496838360753998
"Gen1","purine ribonucleoside monophosphate meta...",0.8938,1,0.0487596496756597
"Gen1","circulatory system development",0.8967,1,0.0473528302410568
"Gen1","central nervous system development",0.8973,1,0.0470623322490194
"Gen1","microtubule-based movement",0.8992,1,0.0461437017750141
"Gen1","negative regulation of response to stimu...",0.9026,1,0.044504670815873
"Gen1","ribonucleoside triphosphate metabolic pr...",0.9061,1,0.0428238695951538
"Gen1","negative regulation of gene expression",0.9313,1,0.0309103970450785
"Gen1","Mo-molybdopterin cofactor biosynthetic p...",0.9333,1,0.0299787341716342
"Gen1","response to light stimulus",0.9352,1,0.0290955018462163
"Gen1","tRNA wobble uridine modification",0.9444,1,0.0248440215933106
"Gen1","striated muscle tissue development",0.9532,1,0.0208159663255815
"Gen1","response to other organism",0.9556,2,0.0197238589221597
"Gen1","ubiquitin-dependent protein catabolic pr...",0.964,1,0.0159229660971692
"Gen1","protein modification by small protein co...",0.9726,1,0.0120657347678414
"Gen1","RNA transport",0.9769,3,0.0101498903968196
"Gen1","visual system development",0.983,1,0.00744648216786438
"Gen1","glycogen metabolic process",0.9846,1,0.00674016856326314
"Gen1","nucleocytoplasmic transport",0.9959,1,0.00178426762904168
"Gen1","response to decreased oxygen levels",0.9991,1,0.000391041028582948
"Gen1","'de novo' AMP biosynthetic process",1,0,0
"Gen1","'de novo' CTP biosynthetic process",1,0,0
"Gen1","'de novo' IMP biosynthetic process",1,0,0
"Gen1","'de novo' post-translational protein fol...",1,0,0
"Gen1","'de novo' protein folding",1,0,0
"Gen1","'de novo' pyrimidine nucleobase biosynth...",1,0,0
"Gen1","10-formyltetrahydrofolate biosynthetic p...",1,0,0
"Gen1","10-formyltetrahydrofolate catabolic proc...",1,0,0
"Gen1","10-formyltetrahydrofolate metabolic proc...",1,0,0
"Gen1","2'-deoxyribonucleotide biosynthetic proc...",1,0,0
"Gen1","2'-deoxyribonucleotide metabolic process",1,0,0
"Gen1","2-oxoglutarate metabolic process",1,0,0
"Gen1","3'-UTR-mediated mRNA destabilization",1,0,0
"Gen1","4-hydroxyproline metabolic process",1,0,0
"Gen1","7-methylguanosine RNA capping",1,0,0
"Gen1","7-methylguanosine mRNA capping",1,0,0
"Gen1","ADP biosynthetic process",1,0,0
"Gen1","ADP catabolic process",1,0,0
"Gen1","ADP metabolic process",1,0,0
"Gen1","ARF protein signal transduction",1,0,0
"Gen1","ATP synthesis coupled electron transport",1,0,0
"Gen1","Arp2/3 complex-mediated actin nucleation",1,0,0
"Gen1","B cell activation",1,0,0
"Gen1","B cell activation involved in immune res...",1,0,0
"Gen1","B cell differentiation",1,0,0
"Gen1","B cell homeostasis",1,0,0
"Gen1","B cell mediated immunity",1,0,0
"Gen1","B cell proliferation",1,0,0
"Gen1","BMP signaling pathway",1,0,0
"Gen1","C-terminal protein amino acid modificati...",1,0,0
"Gen1","C-terminal protein lipidation",1,0,0
"Gen1","C21-steroid hormone biosynthetic process",1,0,0
"Gen1","C21-steroid hormone metabolic process",1,0,0
"Gen1","C4-dicarboxylate transport",1,0,0
"Gen1","CAAX-box protein maturation",1,0,0
"Gen1","CAAX-box protein processing",1,0,0
"Gen1","CD4-positive, alpha-beta T cell activati...",1,0,0
"Gen1","CD4-positive, alpha-beta T cell cytokine...",1,0,0
"Gen1","CD4-positive, alpha-beta T cell differen...",1,0,0
"Gen1","CD4-positive, alpha-beta T cell differen...",1,0,0
"Gen1","CDP-diacylglycerol biosynthetic process",1,0,0
"Gen1","CDP-diacylglycerol metabolic process",1,0,0
"Gen1","CENP-A containing chromatin assembly",1,0,0
"Gen1","COPII vesicle coating",1,0,0
"Gen1","COPII-coated vesicle budding",1,0,0
"Gen1","CTP biosynthetic process",1,0,0
"Gen1","CTP metabolic process",1,0,0
"Gen1","CTP salvage",1,0,0
"Gen1","D-glucose import",1,0,0
"Gen1","D-glucose transmembrane transport",1,0,0
"Gen1","DNA biosynthetic process",1,0,0
"Gen1","DNA catabolic process",1,0,0
"Gen1","DNA conformation change",1,0,0
"Gen1","DNA damage checkpoint signaling",1,0,0
"Gen1","DNA damage response, signal transduction...",1,0,0
"Gen1","DNA endoreduplication",1,0,0
"Gen1","DNA integration",1,0,0
"Gen1","DNA integrity checkpoint signaling",1,0,0
"Gen1","DNA replication checkpoint signaling",1,0,0
"Gen1","DNA replication initiation",1,0,0
"Gen1","DNA replication, synthesis of primer",1,0,0
"Gen1","DNA replication-dependent chromatin asse...",1,0,0
"Gen1","DNA strand elongation",1,0,0
"Gen1","DNA strand elongation involved in DNA re...",1,0,0
"Gen1","DNA synthesis involved in DNA repair",1,0,0
"Gen1","DNA topological change",1,0,0
"Gen1","DNA transposition",1,0,0
"Gen1","DNA-templated DNA replication maintenanc...",1,0,0
"Gen1","DNA-templated transcription elongation",1,0,0
"Gen1","DNA-templated transcription initiation",1,0,0
"Gen1","ER overload response",1,0,0
"Gen1","ER-nucleus signaling pathway",1,0,0
"Gen1","ERAD pathway",1,0,0
"Gen1","ERBB signaling pathway",1,0,0
"Gen1","ERBB2 signaling pathway",1,0,0
"Gen1","ERK1 and ERK2 cascade",1,0,0
"Gen1","Fc receptor mediated stimulatory signali...",1,0,0
"Gen1","Fc receptor signaling pathway",1,0,0
"Gen1","Fc-epsilon receptor signaling pathway",1,0,0
"Gen1","Fc-gamma receptor signaling pathway",1,0,0
"Gen1","Fc-gamma receptor signaling pathway invo...",1,0,0
"Gen1","G protein-coupled acetylcholine receptor...",1,0,0
"Gen1","G protein-coupled dopamine receptor sign...",1,0,0
"Gen1","G protein-coupled glutamate receptor sig...",1,0,0
"Gen1","G protein-coupled opsin signaling pathwa...",1,0,0
"Gen1","G2/M transition of mitotic cell cycle",1,0,0
"Gen1","GDP metabolic process",1,0,0
"Gen1","GDP-L-fucose metabolic process",1,0,0
"Gen1","GDP-mannose biosynthetic process",1,0,0
"Gen1","GDP-mannose metabolic process",1,0,0
"Gen1","GMP biosynthetic process",1,0,0
"Gen1","GMP catabolic process",1,0,0
"Gen1","GMP metabolic process",1,0,0
"Gen1","GMP salvage",1,0,0
"Gen1","GPI anchor biosynthetic process",1,0,0
"Gen1","GPI anchor metabolic process",1,0,0
"Gen1","GPI anchored protein biosynthesis",1,0,0
"Gen1","GTP biosynthetic process",1,0,0
"Gen1","GTP metabolic process",1,0,0
"Gen1","Golgi localization",1,0,0
"Gen1","Golgi organization",1,0,0
"Gen1","Golgi to endosome transport",1,0,0
"Gen1","Golgi to plasma membrane protein transpo...",1,0,0
"Gen1","Golgi to plasma membrane transport",1,0,0
"Gen1","Golgi to vacuole transport",1,0,0
"Gen1","Golgi vesicle docking",1,0,0
"Gen1","Golgi vesicle transport",1,0,0
"Gen1","IMP biosynthetic process",1,0,0
"Gen1","IMP metabolic process",1,0,0
"Gen1","IMP salvage",1,0,0
"Gen1","IRE1-mediated unfolded protein response",1,0,0
"Gen1","JNK cascade",1,0,0
"Gen1","Kupffer's vesicle development",1,0,0
"Gen1","L-arginine biosynthetic process",1,0,0
"Gen1","L-glutamate import",1,0,0
"Gen1","L-glutamate transmembrane transport",1,0,0
"Gen1","L-histidine catabolic process",1,0,0
"Gen1","L-histidine metabolic process",1,0,0
"Gen1","L-methionine biosynthetic process",1,0,0
"Gen1","L-methionine salvage",1,0,0
"Gen1","L-methionine salvage from methylthioaden...",1,0,0
"Gen1","L-phenylalanine catabolic process",1,0,0
"Gen1","L-phenylalanine metabolic process",1,0,0
"Gen1","L-serine biosynthetic process",1,0,0
"Gen1","L-serine catabolic process",1,0,0
