region	chr	midPos	Nsites
(8249,9382)(53318,57151)(50000,100000)	JASDQU010031787.1	75000	1135	0.145807
(109,515)(53890,54301)(50000,100000)	JASDQU010031990.1	75000	408	0.058919
(144,2261)(154310,163289)(150000,200000)	JASDQU010034612.1	175000	2119	0.300096
(1389,1801)(191701,192308)(150000,200000)	JASDQU010095065.1	175000	414	0.047086
(1126,3987)(50000,54571)(50000,100000)	JASDQU010096084.1	75000	2863	0.478152
(681,1088)(211276,211701)(200000,250000)	JASDQU010096804.1	225000	409	0.105721
(131,1465)(50000,51460)(50000,100000)	JASDQU010098651.1	75000	1336	0.436866
(5800,10773)(165128,174780)(150000,200000)	JASDQU010099703.1	175000	4975	0.205153
(113,1475)(237093,238618)(200000,250000)	JASDQU010099705.1	225000	1364	0.193818
(1476,1528)(410433,410644)(400000,450000)	JASDQU010099705.1	425000	54	0.017308
(1529,2125)(493363,494540)(450000,500000)	JASDQU010099705.1	475000	598	0.233945
(2126,2257)(882029,888143)(850000,900000)	JASDQU010099705.1	875000	133	0.086262
(688,711)(672324,672353)(650000,700000)	JASDQU010099713.1	675000	25	0.565526
(712,2580)(797558,799427)(750000,800000)	JASDQU010099713.1	775000	1870	0.506352
(2581,3425)(848054,848912)(800000,850000)	JASDQU010099713.1	825000	846	0.311448
(215,957)(408821,415013)(400000,450000)	JASDQU010099716.1	425000	744	0.356916
(958,959)(452261,452262)(450000,500000)	JASDQU010099716.1	475000	3	0.058121
(960,4257)(508158,530994)(500000,550000)	JASDQU010099716.1	525000	3299	0.572211
(4258,4383)(554603,554777)(550000,600000)	JASDQU010099716.1	575000	127	0.239518
(295,838)(605490,606038)(600000,650000)	JASDQU010099717.1	625000	545	0.422788
(130,1523)(103000,138396)(100000,150000)	JASDQU010099720.1	125000	1395	0.495481
(1524,1742)(242536,242784)(200000,250000)	JASDQU010099720.1	225000	220	0.285600
(1743,7874)(257211,289782)(250000,300000)	JASDQU010099720.1	275000	6133	0.366091
(7875,9367)(311162,334179)(300000,350000)	JASDQU010099720.1	325000	1494	0.228448
(9368,9725)(597251,597739)(550000,600000)	JASDQU010099720.1	575000	359	0.038533
(9726,12196)(745912,748487)(700000,750000)	JASDQU010099720.1	725000	2472	0.364060
(589,1372)(743628,745633)(700000,750000)	JASDQU010099722.1	725000	785	0.546210
(1373,2120)(763170,763953)(750000,800000)	JASDQU010099722.1	775000	749	0.365382
(801,1224)(152947,194526)(150000,200000)	JASDQU010099723.1	175000	425	0.180679
(1225,1490)(242773,243043)(200000,250000)	JASDQU010099723.1	225000	267	0.196913
(1491,1768)(299673,299980)(250000,300000)	JASDQU010099723.1	275000	279	0.035326
(207,393)(95321,95563)(50000,100000)	JASDQU010099725.1	75000	188	0.646735
(394,1265)(116402,117280)(100000,150000)	JASDQU010099725.1	125000	873	0.865277
(2065,2303)(50917,51256)(50000,100000)	JASDQU010099729.1	75000	240	0.639771
(2304,2511)(141844,142089)(100000,150000)	JASDQU010099729.1	125000	209	0.531959
(450,498)(236376,236424)(200000,250000)	JASDQU010099734.1	225000	50	0.049346
(499,1291)(264801,265602)(250000,300000)	JASDQU010099734.1	275000	794	0.262301
(1038,1381)(422229,422586)(400000,450000)	JASDQU010099735.1	425000	345	0.951706
(1382,1458)(891658,891737)(850000,900000)	JASDQU010099735.1	875000	78	0.031452
(54,1001)(338095,339146)(300000,350000)	JASDQU010099737.1	325000	949	0.201813
(464,2995)(166521,169557)(150000,200000)	JASDQU010099741.1	175000	2533	0.754046
(110,242)(152093,152230)(150000,200000)	JASDQU010099742.1	175000	134	0.311528
(5326,5718)(254933,255449)(250000,300000)	JASDQU010099745.1	275000	394	0.053144
(5719,6358)(337259,337918)(300000,350000)	JASDQU010099745.1	325000	641	0.173675
(6359,6534)(438393,442873)(400000,450000)	JASDQU010099745.1	425000	177	0.675789
(6535,7024)(456041,456532)(450000,500000)	JASDQU010099745.1	475000	491	0.497592
(630,926)(178792,179333)(150000,200000)	JASDQU010099750.1	175000	298	0.053343
(363,870)(254065,264297)(250000,300000)	JASDQU010099752.1	275000	509	0.165549
(871,2815)(612529,614500)(600000,650000)	JASDQU010099752.1	625000	1946	0.398281
(2816,2823)(941301,941308)(900000,950000)	JASDQU010099752.1	925000	9	0.293352
(656,875)(200167,216664)(200000,250000)	JASDQU010099753.1	225000	221	0.033139
(876,897)(254467,254496)(250000,300000)	JASDQU010099753.1	275000	23	0.167864
(898,1464)(494471,498786)(450000,500000)	JASDQU010099753.1	475000	568	0.485933
(1465,2151)(510341,511078)(500000,550000)	JASDQU010099753.1	525000	688	0.611368
(2152,2738)(717739,718467)(700000,750000)	JASDQU010099753.1	725000	588	0.334706
(727,1871)(234174,242097)(200000,250000)	JASDQU010099755.1	225000	1146	0.663290
(146,573)(254990,255438)(250000,300000)	JASDQU010099758.1	275000	429	0.218517
(131,473)(441693,442038)(400000,450000)	JASDQU010099759.1	425000	344	0.087772
(474,700)(553563,553982)(550000,600000)	JASDQU010099759.1	575000	228	0.033699
(701,1862)(870684,890099)(850000,900000)	JASDQU010099759.1	875000	1163	0.401872
(1228,1358)(166075,166371)(150000,200000)	JASDQU010099761.1	175000	132	0.224301
(1359,1366)(286920,286930)(250000,300000)	JASDQU010099761.1	275000	9	0.059080
(122,176)(370665,370744)(350000,400000)	JASDQU010099762.1	375000	56	0.071773
(144,179)(178036,178075)(150000,200000)	JASDQU010099763.1	175000	37	0.790548
(180,661)(359799,374083)(350000,400000)	JASDQU010099763.1	375000	483	0.219111
(662,880)(448663,448917)(400000,450000)	JASDQU010099763.1	425000	220	0.848828
(201,472)(86759,87295)(50000,100000)	JASDQU010099769.1	75000	273	0.061203
(473,2031)(118659,120754)(100000,150000)	JASDQU010099769.1	125000	1560	0.246693
(2032,3291)(209181,239037)(200000,250000)	JASDQU010099769.1	225000	1261	0.178812
(458,535)(176543,176626)(150000,200000)	JASDQU010099770.1	175000	79	0.570806
(536,1390)(408647,409671)(400000,450000)	JASDQU010099770.1	425000	856	0.140223
(1391,1653)(543663,543939)(500000,550000)	JASDQU010099770.1	525000	264	0.021499
(1654,1658)(802376,802381)(800000,850000)	JASDQU010099770.1	825000	6	0.053039
(1659,1709)(890695,890758)(850000,900000)	JASDQU010099770.1	875000	52	0.120853
(1710,1719)(921547,921562)(900000,950000)	JASDQU010099770.1	925000	11	0.104132
(1720,1791)(1000314,1000502)(1000000,1050000)	JASDQU010099770.1	1025000	73	0.163257
(550,979)(153634,154069)(150000,200000)	JASDQU010099771.1	175000	431	0.431072
(1025,1282)(100000,100259)(100000,150000)	JASDQU010099775.1	125000	259	0.878389
(514,3091)(196807,199452)(150000,200000)	JASDQU010099776.1	175000	2579	0.616740
(3092,3352)(201034,220734)(200000,250000)	JASDQU010099776.1	225000	262	0.099676
(3353,3359)(490173,490207)(450000,500000)	JASDQU010099776.1	475000	8	0.056014
(3796,4288)(79758,80330)(50000,100000)	JASDQU010099777.1	75000	494	0.009503
(4289,4555)(426600,427060)(400000,450000)	JASDQU010099777.1	425000	268	0.311408
(979,996)(462049,462070)(450000,500000)	JASDQU010099780.1	475000	19	0.088782
(997,1093)(572253,572357)(550000,600000)	JASDQU010099780.1	575000	98	0.183630
(840,846)(199684,199691)(150000,200000)	JASDQU010099791.1	175000	8	0.065990
(847,974)(235625,235758)(200000,250000)	JASDQU010099791.1	225000	129	0.568011
(3848,7094)(117345,126904)(100000,150000)	JASDQU010099796.1	125000	3248	0.676013
(758,1255)(224827,225472)(200000,250000)	JASDQU010099797.1	225000	499	0.084777
(1256,1480)(379386,379834)(350000,400000)	JASDQU010099797.1	375000	226	0.050227
(138,2812)(488520,499503)(450000,500000)	JASDQU010099799.1	475000	2676	0.518947
(2813,3166)(686340,686708)(650000,700000)	JASDQU010099799.1	675000	355	0.043323
(3167,3406)(759467,759880)(750000,800000)	JASDQU010099799.1	775000	241	0.047643
(142,833)(168946,182455)(150000,200000)	JASDQU010099800.1	175000	693	0.094093
(834,2117)(453667,456859)(450000,500000)	JASDQU010099800.1	475000	1285	-0.000501
(2118,2133)(840906,840923)(800000,850000)	JASDQU010099800.1	825000	17	0.226429
(2237,2572)(186654,187043)(150000,200000)	JASDQU010099802.1	175000	337	0.700559
(176,326)(459743,459909)(450000,500000)	JASDQU010099808.1	475000	152	0.469439
(327,327)(531233,531233)(500000,550000)	JASDQU010099808.1	525000	2	0.054014
(705,830)(369508,369640)(350000,400000)	JASDQU010099816.1	375000	127	0.089630
(741,1540)(204708,205562)(200000,250000)	JASDQU010099818.1	225000	801	0.507808
(1541,2532)(332377,347668)(300000,350000)	JASDQU010099818.1	325000	993	0.033047
(2533,2719)(467687,468740)(450000,500000)	JASDQU010099818.1	475000	188	0.013518
(2720,3019)(519171,519485)(500000,550000)	JASDQU010099818.1	525000	301	0.856225
(53,114)(371396,371483)(350000,400000)	JASDQU010099819.1	375000	63	0.044868
(3539,3616)(54359,54462)(50000,100000)	JASDQU010099827.1	75000	79	0.053261
(3617,4324)(149079,149835)(100000,150000)	JASDQU010099827.1	125000	709	0.080907
(4325,4454)(168116,168247)(150000,200000)	JASDQU010099827.1	175000	131	0.061029
(4455,5214)(261662,299999)(250000,300000)	JASDQU010099827.1	275000	761	0.356786
(5215,5387)(300000,310221)(300000,350000)	JASDQU010099827.1	325000	174	0.213246
(1495,2031)(531646,532215)(500000,550000)	JASDQU010099828.1	525000	538	0.891009
(2032,2990)(1162385,1163360)(1150000,1200000)	JASDQU010099828.1	1175000	960	0.892460
(2991,3815)(1296902,1297924)(1250000,1300000)	JASDQU010099828.1	1275000	826	0.008521
(3816,5134)(1540212,1541605)(1500000,1550000)	JASDQU010099828.1	1525000	1320	0.385776
(301,424)(392043,392168)(350000,400000)	JASDQU010099831.1	375000	125	0.063874
(2383,3093)(228922,230742)(200000,250000)	JASDQU010099844.1	225000	712	0.878874
(3094,3414)(266802,267406)(250000,300000)	JASDQU010099844.1	275000	322	0.219389
(3415,3782)(312121,312496)(300000,350000)	JASDQU010099844.1	325000	369	0.536902
(3783,4756)(385412,386394)(350000,400000)	JASDQU010099844.1	375000	975	0.558029
(4757,5756)(448360,449434)(400000,450000)	JASDQU010099844.1	425000	1001	0.404323
(25,1338)(328422,342211)(300000,350000)	JASDQU010099846.1	325000	1315	0.070831
(1339,1745)(389248,391752)(350000,400000)	JASDQU010099846.1	375000	408	0.075211
(1746,2554)(442588,443401)(400000,450000)	JASDQU010099846.1	425000	810	0.376332
(194,588)(203860,204332)(200000,250000)	JASDQU010099847.1	225000	396	0.312588
(1861,2808)(114866,115826)(100000,150000)	JASDQU010099848.1	125000	949	0.806411
(633,636)(480349,480352)(450000,500000)	JASDQU010099849.1	475000	5	0.050532
(637,1213)(532775,533355)(500000,550000)	JASDQU010099849.1	525000	578	0.528753
(269,999)(106134,106867)(100000,150000)	JASDQU010099851.1	125000	732	0.231658
(1000,1210)(235016,235236)(200000,250000)	JASDQU010099851.1	225000	212	0.006614
(1211,1538)(278951,279357)(250000,300000)	JASDQU010099851.1	275000	329	0.042969
(3125,6332)(261002,279228)(250000,300000)	JASDQU010099852.1	275000	3209	0.231934
(6333,7648)(313409,315293)(300000,350000)	JASDQU010099852.1	325000	1317	0.430310
(7649,9578)(807970,838137)(800000,850000)	JASDQU010099852.1	825000	1931	0.215685
(9579,9771)(897183,897488)(850000,900000)	JASDQU010099852.1	875000	194	0.021730
(9772,10163)(938200,938602)(900000,950000)	JASDQU010099852.1	925000	393	0.185159
(10164,11880)(990372,992592)(950000,1000000)	JASDQU010099852.1	975000	1718	0.225160
(11881,13692)(1000719,1008314)(1000000,1050000)	JASDQU010099852.1	1025000	1813	0.277284
(13693,13747)(1100362,1100447)(1100000,1150000)	JASDQU010099852.1	1125000	56	0.000642
(57,93)(109283,109336)(100000,150000)	JASDQU010099857.1	125000	38	0.092080
(94,202)(314905,315035)(300000,350000)	JASDQU010099857.1	325000	110	0.079603
(203,518)(464859,467901)(450000,500000)	JASDQU010099857.1	475000	317	0.141618
(519,522)(561871,561875)(550000,600000)	JASDQU010099857.1	575000	5	0.054129
(523,622)(658698,658806)(650000,700000)	JASDQU010099857.1	675000	101	0.041008
(151,901)(190518,191284)(150000,200000)	JASDQU010099863.1	175000	752	0.845703
(902,3862)(213542,227597)(200000,250000)	JASDQU010099863.1	225000	2962	0.800532
(3863,3978)(264103,264232)(250000,300000)	JASDQU010099863.1	275000	117	0.780356
(3979,4616)(411583,412230)(400000,450000)	JASDQU010099863.1	425000	639	0.187700
(4617,4753)(527972,528108)(500000,550000)	JASDQU010099863.1	525000	138	0.043171
(4754,5372)(550462,552052)(550000,600000)	JASDQU010099863.1	575000	620	0.072207
(111,240)(158998,159128)(150000,200000)	JASDQU010099864.1	175000	131	0.044516
(241,364)(295908,296036)(250000,300000)	JASDQU010099864.1	275000	125	0.042950
(365,2852)(386033,388900)(350000,400000)	JASDQU010099864.1	375000	2489	0.334672
(68,853)(186983,194409)(150000,200000)	JASDQU010099868.1	175000	787	0.029977
(854,1389)(335316,337457)(300000,350000)	JASDQU010099868.1	325000	537	0.096078
(1390,4650)(352551,358886)(350000,400000)	JASDQU010099868.1	375000	3262	0.273625
(334,528)(206249,206489)(200000,250000)	JASDQU010099869.1	225000	196	-0.017006
(529,656)(258400,258589)(250000,300000)	JASDQU010099869.1	275000	129	0.341995
(1445,2181)(121018,121835)(100000,150000)	JASDQU010099871.1	125000	738	0.318008
(2182,2396)(185521,185849)(150000,200000)	JASDQU010099871.1	175000	216	0.411793
(8297,8307)(439072,439090)(400000,450000)	JASDQU010099872.1	425000	12	0.065212
(759,1538)(166736,167857)(150000,200000)	JASDQU010099874.1	175000	781	0.886448
(1539,1874)(250786,286335)(250000,300000)	JASDQU010099874.1	275000	337	0.054136
(1875,1947)(300685,300758)(300000,350000)	JASDQU010099874.1	325000	74	0.057531
(1948,2836)(863354,879295)(850000,900000)	JASDQU010099874.1	875000	890	0.387481
(2837,2945)(922467,922677)(900000,950000)	JASDQU010099874.1	925000	110	0.047624
(687,939)(218855,219190)(200000,250000)	JASDQU010099875.1	225000	254	0.132542
(940,1221)(340096,340392)(300000,350000)	JASDQU010099875.1	325000	283	0.036458
(1222,1776)(361461,362187)(350000,400000)	JASDQU010099875.1	375000	556	0.621546
(1777,2116)(400323,400845)(400000,450000)	JASDQU010099875.1	425000	341	0.452657
(408,1899)(597109,599151)(550000,600000)	JASDQU010099876.1	575000	1493	0.314593
(135,839)(604674,649390)(600000,650000)	JASDQU010099880.1	625000	706	0.194196
(840,869)(711437,711489)(700000,750000)	JASDQU010099880.1	725000	31	0.058876
(437,1520)(214354,215623)(200000,250000)	JASDQU010099890.1	225000	1085	0.273324
(2255,2690)(413780,414295)(400000,450000)	JASDQU010099891.1	425000	437	0.126447
(502,779)(160405,192302)(150000,200000)	JASDQU010099893.1	175000	279	0.139907
(780,1575)(209885,210848)(200000,250000)	JASDQU010099893.1	225000	797	0.036552
(1576,1640)(379871,379954)(350000,400000)	JASDQU010099893.1	375000	66	0.043237
(1641,2476)(596724,597600)(550000,600000)	JASDQU010099893.1	575000	837	0.561586
(2477,3196)(654675,655434)(650000,700000)	JASDQU010099893.1	675000	721	0.618465
(3197,5715)(730790,738507)(700000,750000)	JASDQU010099893.1	725000	2520	0.539527
(5716,6105)(780055,780462)(750000,800000)	JASDQU010099893.1	775000	391	0.062845
(6106,7366)(878245,886606)(850000,900000)	JASDQU010099893.1	875000	1262	0.429669
(697,722)(242175,242212)(200000,250000)	JASDQU010099895.1	225000	27	0.129753
(966,2656)(159076,160798)(150000,200000)	JASDQU010099897.1	175000	1692	0.389519
(2657,3597)(284471,285413)(250000,300000)	JASDQU010099897.1	275000	942	0.323519
(3598,3668)(439093,439206)(400000,450000)	JASDQU010099897.1	425000	72	0.070630
(3669,3730)(509630,509743)(500000,550000)	JASDQU010099897.1	525000	63	0.065550
(118,128)(707572,707588)(700000,750000)	JASDQU010099899.1	725000	12	0.153200
(71,3699)(262968,288391)(250000,300000)	JASDQU010099903.1	275000	3630	0.500605
(580,1057)(688417,688936)(650000,700000)	JASDQU010099908.1	675000	479	0.247399
(1058,1205)(766360,766687)(750000,800000)	JASDQU010099908.1	775000	149	0.087878
(1206,1254)(838372,838473)(800000,850000)	JASDQU010099908.1	825000	50	0.148300
(1904,4328)(234644,237784)(200000,250000)	JASDQU010099909.1	225000	2426	0.369577
(1142,1557)(313146,313648)(300000,350000)	JASDQU010099910.1	325000	417	0.034215
(357,582)(655183,655434)(650000,700000)	JASDQU010099911.1	675000	227	0.347650
(583,660)(884007,884094)(850000,900000)	JASDQU010099911.1	875000	79	0.115457
(661,698)(906422,906516)(900000,950000)	JASDQU010099911.1	925000	39	0.243539
(699,1824)(1119044,1120173)(1100000,1150000)	JASDQU010099911.1	1125000	1127	0.216844
(225,1342)(114335,115472)(100000,150000)	JASDQU010099912.1	125000	1119	0.403421
(344,473)(533088,533222)(500000,550000)	JASDQU010099919.1	525000	131	0.517741
(59,795)(273958,274699)(250000,300000)	JASDQU010099923.1	275000	738	0.222192
(811,2835)(727258,737136)(700000,750000)	JASDQU010099924.1	725000	2026	0.236875
(357,587)(156107,156339)(150000,200000)	JASDQU010099928.1	175000	232	0.062800
(588,976)(249096,249765)(200000,250000)	JASDQU010099928.1	225000	390	0.038084
(322,445)(349864,349999)(300000,350000)	JASDQU010099931.1	325000	125	0.064469
(446,3047)(350000,352624)(350000,400000)	JASDQU010099931.1	375000	2603	0.768845
(3048,4509)(464772,467016)(450000,500000)	JASDQU010099931.1	475000	1463	0.512113
(4510,5853)(570283,577924)(550000,600000)	JASDQU010099931.1	575000	1345	0.216484
(5854,6477)(791932,792558)(750000,800000)	JASDQU010099931.1	775000	625	0.272205
(6478,6611)(858985,859124)(850000,900000)	JASDQU010099931.1	875000	135	0.044701
(6612,7362)(908240,909003)(900000,950000)	JASDQU010099931.1	925000	752	0.238672
(7363,7789)(1395306,1398024)(1350000,1400000)	JASDQU010099931.1	1375000	428	0.041429
(7790,8687)(1417801,1418709)(1400000,1450000)	JASDQU010099931.1	1425000	899	0.927249
(8688,9647)(1522318,1523399)(1500000,1550000)	JASDQU010099931.1	1525000	961	0.877148
(9648,9776)(1794891,1795023)(1750000,1800000)	JASDQU010099931.1	1775000	130	0.070339
(9777,9824)(1841609,1841656)(1800000,1850000)	JASDQU010099931.1	1825000	49	0.025270
(9825,10464)(2025127,2039533)(2000000,2050000)	JASDQU010099931.1	2025000	641	0.335772
(10465,10498)(2060281,2060344)(2050000,2100000)	JASDQU010099931.1	2075000	35	0.053502
(322,666)(216975,217382)(200000,250000)	JASDQU010099932.1	225000	346	0.038522
(925,2327)(724244,725668)(700000,750000)	JASDQU010099935.1	725000	1404	0.521967
(160,1410)(265153,266430)(250000,300000)	JASDQU010099938.1	275000	1252	0.059722
(1411,2173)(316602,349096)(300000,350000)	JASDQU010099938.1	325000	764	0.400715
(2174,2341)(375654,375824)(350000,400000)	JASDQU010099938.1	375000	169	-0.007689
(2342,2386)(540415,541308)(500000,550000)	JASDQU010099938.1	525000	46	0.384951
(151,420)(157252,157551)(150000,200000)	JASDQU010099939.1	175000	271	0.100251
(421,887)(340795,341354)(300000,350000)	JASDQU010099939.1	325000	468	0.033024
(888,1003)(394047,394222)(350000,400000)	JASDQU010099939.1	375000	117	0.029887
(426,802)(292445,292942)(250000,300000)	JASDQU010099945.1	275000	378	0.103184
(803,1160)(336014,336372)(300000,350000)	JASDQU010099945.1	325000	359	0.016617
(1161,1207)(387106,387185)(350000,400000)	JASDQU010099945.1	375000	48	0.116351
(116,329)(440755,440973)(400000,450000)	JASDQU010099946.1	425000	215	0.141726
(1298,1895)(50000,50603)(50000,100000)	JASDQU010099950.1	75000	599	0.141786
(1896,2016)(202655,209954)(200000,250000)	JASDQU010099950.1	225000	122	0.023588
(1142,1843)(61983,62718)(50000,100000)	JASDQU010099951.1	75000	703	0.683406
(230,489)(158835,159153)(150000,200000)	JASDQU010099953.1	175000	261	0.304073
(477,658)(249716,249999)(200000,250000)	JASDQU010099954.1	225000	183	0.042005
(659,3366)(250000,292773)(250000,300000)	JASDQU010099954.1	275000	2709	0.232076
(147,210)(484292,484379)(450000,500000)	JASDQU010099956.1	475000	65	0.077693
(199,1563)(212386,246440)(200000,250000)	JASDQU010099957.1	225000	1366	0.478031
(1564,2722)(253785,255073)(250000,300000)	JASDQU010099957.1	275000	1160	0.598638
(2723,3342)(394637,395314)(350000,400000)	JASDQU010099957.1	375000	621	0.276426
(3343,3450)(457447,457558)(450000,500000)	JASDQU010099957.1	475000	109	0.088603
(587,1348)(266921,268013)(250000,300000)	JASDQU010099958.1	275000	763	0.537091
